atlasId,atlasName,cohortId,name
155,Origin_Hypophosphatemia_expansion,155,Origin_Hypophosphatemia_expansion
157,Fitting_Hypophosphatemia_expansion,157,Fitting_Hypophosphatemia_expansion
158,re_Hypophosphatemia_expansion,158,re_Hypophosphatemia_expansion
